OD;Prix d'appel 2nde ;Plein Tarif Loisir 2nde;1ère classe;Commentaires
LE TEIL-PARIS NORD;25.0;105.0;144.0;
PARIS NORD-VALENCIENNES;15.0;57.0;72.0;
LYON PERRACHE-CHATELLERAULT;25.0;96.0;135.0;
BORDEAUX ST JEAN-MARSEILLE ST CHARLES;25.0;107.0;142.0;
LE MANS-SAVERNE;25.0;127.0;168.0;
AVIGNON TGV-VENDOME VILLIERS SUR LOIR;25.0;125.0;167.0;
VENDOME VILLIERS SUR LOIR-NIMES;25.0;125.0;167.0;
BOURG ST MAURICE-BOURG ST MAURICE-LAVAL;25.0;120.0;162.0;
BIARRITZ-ST JEAN DE LUZ CIBOURE;;4.3;7.7;
BONNEVILLE-CLUSES  74;;4.7;8.2;
CAGNES SUR MER-MONACO MONTE CARLO;;8.4;14.6;
DIJON VILLE-DOLE VILLE;;11.9;16.5;
AGDE-NARBONNE;;12.6;19.0;
MONTPELLIER-AGDE;;13.2;19.5;
BETHUNE-ST OMER;;13.2;20.0;
MONTAUBAN VILLE BOURBON-TOULOUSE MATABIAU;;13.2;19.5;
MACON VILLE-CHALON SUR SAONE;;12.9;19.5;
VALOGNES-LISON;;13.2;26.0;
LILLE EUROPE-ARRAS;;13.7;20.0;
NANTES-ST NAZAIRE;;14.6;21.0;
CANNES-LES ARCS DRAGUIGNAN;;14.6;21.5;
MACON VILLE-LYON ST EXUPERY;;16.5;23.5;
LA ROCHE SUR FORON-AIX LES BAINS LE REVARD;;18.0;25.0;
FACTURE BIGANOS-MORCENX;;18.0;37.0;
DOLE VILLE-PONTARLIER;;19.5;29.0;
MODANE-CHAMBERY CHALLES LES EAUX;;21.0;31.0;
LYON PART DIEU-ANNECY;;24.5;37.0;
CHERBOURG-BAYEUX;;25.0;39.0;
NIMES-LE TEIL;;26.0;38.0;
CHAMBERY CHALLES LES EAUX-LYON PART DIEU;;26.0;42.0;
LYON ST EXUPERY-BELLEGARDE;;27.0;40.0;
LYON ST EXUPERY-CHALON SUR SAONE;;27.5;41.0;
BEZIERS-VILLENEUVE LES AVIGNONS;;32.0;46.0;
LE HAVRE-MANTES LA JOLIE;;32.0;46.0;
LYON PART DIEU-LE CREUSOT MONTCEAU MONTCHANIN;;33.0;47.0;
PAU-FACTURE BIGANOS;;35.0;50.0;
HENDAYE-FACTURE BIGANOS;;36.0;50.0;
NANTES-ST PIERRE DES CORPS;;36.0;51.0;
BORDEAUX ST JEAN-BAYONNE;;36.0;51.0;
LORIENT-VITRE;;38.0;54.0;
BOURG EN BRESSE-MONTBELIARD;;39.0;55.0;
DIJON VILLE-TOUL;;40.0;64.0;
LE TEIL-TOULON;15.0;44.0;65.0;
AIX EN PROVENCE TGV-MONACO MONTE CARLO;;43.0;65.0;
LA BAULE ESCOUBLAC-ST PIERRE DES CORPS;;45.0;66.0;
ARCACHON-CHATELLERAULT;;52.0;78.0;
DAX-ST PIERRE DES CORPS;25.0;70.0;103.0;
LE HAVRE-LEPIN LE LAC LA BAUCHE;;121.0;160.0;
PERPIGNAN-TOULOUSE MATABIAU;15.0;37.0;55.0;
CHAMBERY CHALLES LES EAUX-LEPIN LE LAC LA BAUCHE;;5.3;10.5;
ANNECY-VALENCE TGV;;43.0;70.0;
AVIGNON TGV-CULOZ;;53.0;90.0;
AVIGNON TGV-AIX LES BAINS LE REVARD;20.0;69.0;104.0;
PERPIGNAN-LE CREUSOT MONTCEAU MONTCHANIN;25.0;84.0;125.0;
NICE VILLE-AIX LES BAINS LE REVARD;25.0;104.0;160.0;
GRENOBLE-AEROPORT CDG 2 TGV ROISSY;25.0;108.0;145.0;
DIJON VILLE-PARIS GARE DE LYON;15.0;67.0;90.0;
BESANCON VIOTTE-MANTES LA J. TGV;;83.0;111.0;
AVIGNON TGV-CARCASSONNE;;54.0;69.0;
STRASBOURG-CHAMPAGNE ARDENNE;20.0;76.0;105.0;
STRASBOURG-AEROPORT CDG 2 TGV ROISSY;25.0;107.0;143.0;
STRASBOURG-BOURG EN BRESSE;20.0;78.0;99.0;
MONTPELLIER-BELFORT-MONTBELIARD TGV;20.0;123.0;160.0;
THIONVILLE-MULHOUSE VILLE;15.0;54.0;79.0;
THIONVILLE-lyon part dieu;25.0;94.0;124.0;
Beaune-Aix en provence TGV;20.0;87.0;113.0;
CULMONT CHALINDREY-nice ville;25.0;124.0;161.0;
CULMONT CHALINDREY-narbonne;25.0;98.0;127.0;
RENNES-TGV HAUTE PICARDIE;25.0;98.0;124.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
ARRAS-ST MALO;25.0;110.0;140.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
DOUAI-AURAY;25.0;114.0;150.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MONTPELLIER-RENNES;30.0;142.0;180.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MASSY TGV-RENNES;20.0;80.0;113.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
GUINGAMP-AEROPORT CDG 2 TGV ROISSY;20.0;88.0;123.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LORIENT-MARNE LA VALLEE CHESSY;20.0;88.0;123.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MASSY TGV-ARCACHON;25.0;102.0;134.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
IRUN-MASSY TGV;25.0;112.0;147.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LAVAL-RENNES;;16.0;23.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
BORDEAUX ST JEAN-CHATELLERAULT;;45.0;67.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
STRASBOURG-FUTUROSCOPE;30.0;143.0;184.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
STRASBOURG-ANGOULEME;30.0;151.0;195.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MARNE LA VALLEE CHESSY-LANDERNEAU;20.0;92.0;131.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MEUSE TGV - POITIERS;25.0;106.0;138.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
LORIENT - TGV HAUTE PICARDIE;25.0;106.0;140.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
LORRAINE TGV - FUTUROSCOPE;25.0;116.0;154.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
ANGOULEME - LORRAINE TGV;25.0;124.0;162.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
QUIMPERLE - LILLE EUROPE;25.0;131.0;169.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE FLANDRES - BORDEAUX ST JEAN;25.0;134.0;177.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
AVIGNON TGV - RENNES;30.0;148.0;188.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 - LIBOURNE;20.0;99.0;133.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
AEROPORT CDG2 TGV ROISSY - NANTES;20.0;88.0;127.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
VITRY-LE-FRANÇOIS-CHAMPAGNE ARDENNE;;19.0;26.0;
LYON PERRACHE-VALENCE;;30.0;38.0;
MONTPELLIER-MARSEILLE ST CHARLES;;37.0;50.0;
AIX EN PROVENCE TGV-MONTPELLIER;20.0;37.0;50.0;
VALENCE TGV-SETE;20.0;54.0;78.0;
LYON PART DIEU-MIRAMAS;;58.0;79.0;
MONTBARD-LISIEUX;20.0;78.0;102.0;
LYON ST EXUPERY-PERPIGNAN;20.0;77.0;106.0;
LYON PERRACHE-SENS;20.0;78.0;107.0;
MARSEILLE ST CHARLES-BELLEGARDE;20.0;77.0;111.0;
CULOZ-PARIS GARE DE LYON;25.0;89.0;127.0;
AGEN-VALENCE TGV;25.0;89.0;119.0;
CHAMPAGNE ARDENNE-NANTES;25.0;98.0;129.0;
TGV HAUTE PICARDIE-LE CREUSOT MONTCEAU MONTCHANIN;25.0;101.0;130.0;
LA ROCHE SUR FORON-PARIS NORD;25.0;109.0;150.0;
LILLE FLANDRES-CHATEAUROUX;25.0;105.0;132.0;
POITIERS-ARRAS;25.0;109.0;143.0;
POITIERS-DOUAI;25.0;109.0;143.0;
VALENCE-ST PIERRE DES CORPS;25.0;113.0;148.0;
LAVAL-LORRAINE TGV;25.0;112.0;148.0;
LIMOGES BENEDICTINS-LILLE EUROPE;25.0;119.0;149.0;
CHAMBERY CHALLES LES EAUX-TGV HAUTE PICARDIE;25.0;119.0;156.0;
LE HAVRE-MOUTIERS SALINS BRIDES;25.0;121.0;160.0;
LE MANS-AIME LA PLAGNE;25.0;120.0;162.0;
LAMBALLE-DOUAI;25.0;119.0;153.0;
BREST-TGV HAUTE PICARDIE;25.0;120.0;158.0;
CHAMBERY CHALLES LES EAUX-CHATELLERAULT;25.0;124.0;161.0;
CHAMBERY CHALLES LES EAUX-BERNAY;25.0;125.0;165.0;
AVIGNON-ST PIERRE DES CORPS;25.0;125.0;167.0;
TOURS-AVIGNON TGV;25.0;125.0;167.0;
LILLE EUROPE-VALENCE;25.0;127.0;159.0;
LANDRY-LILLE EUROPE;25.0;127.0;167.0;
GRENOBLE-ARRAS;25.0;127.0;167.0;
ANGERS ST LAUD-AVIGNON TGV;25.0;133.0;173.0;
GUINGAMP-ST MICHEL VALLOIRE;;137.0;179.0;
ANNEMASSE-VANNES;30.0;137.0;179.0;
GUINGAMP-ST AVRE LA CHAMBRE;;137.0;179.0;
AIX LES BAINS LE REVARD-AURAY;30.0;137.0;179.0;
MASSY TGV - MONTAUBAN VILLE BOURBON;25.0;120.0;173.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV - TOULOUSE MATABIAU;25.0;121.0;173.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
BORDEAUX ST JEAN - POITIERS;;50.0;74.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
LE MANS - VANNES;;53.0;77.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
ST JEAN DE LUZ CIBOURE - ST PIERRE DES CORPS;25.0;80.0;113.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
LA TESTE - ST PIERRE DES CORPS;20.0;69.0;99.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
ANNEMASSE-BELLEGARDE;;10.5;14.8;
BOURG ST MAURICE-MOUTIERS SALINS BRIDES;;11.0;16.0;
CANNES-MENTON;;12.9;19.0;
ANNEMASSE-ST GERVAIS LES BAINS LE FAYET;;14.7;21.5;
AVIGNON-MIRAMAS;;15.5;22.0;
LAMBALLE-RENNES;;17.5;24.0;
CLUSES  74-BELLEGARDE;;17.5;24.5;
ANNECY-ST GERVAIS LES BAINS LE FAYET;;18.0;26.5;
CARCASSONNE-TOULOUSE MATABIAU;;19.5;28.5;
NIORT-FUTUROSCOPE;;20.0;28.5;
RUFFEC CHARENTE-CHATELLERAULT;;21.0;30.0;
REIMS-SEDAN;;22.5;34.0;
BELLEGARDE-BOURG EN BRESSE;;24.0;36.0;
AVIGNON-ST PERAY;;25.0;38.0;
GUINGAMP-RENNES;;26.0;39.0;
AIME LA PLAGNE-BOURG EN BRESSE;;27.5;37.0;
LA ROCHELLE VILLE-POITIERS;;28.5;42.0;
LYON ST EXUPERY-BEAUNE;;31.0;45.0;
RUFFEC CHARENTE-ST PIERRE DES CORPS;;31.0;45.0;
MASSY TGV-YVETOT;;35.0;50.0;
BREST-RENNES;;42.0;61.0;
CARCASSONNE-VILLENEUVE LES AVIGNONS;;43.0;62.0;
MACON LOCHE TGV-ST GERVAIS LES BAINS LE FAYET;15.0;43.0;62.0;
AGEN-BEZIERS;15.0;47.0;72.0;
MONTBARD-MONTBELIARD;;48.0;73.0;
ANGOULEME-ORTHEZ;;51.0;76.0;
DAX-POITIERS;;60.0;86.0;
POITIERS-ST JEAN DE LUZ CIBOURE;;67.0;98.0;
MODANE-BOURG EN BRESSE;;38.0;53.0;
DUNKERQUE-TGV HAUTE PICARDIE;;29.0;43.0;
LE CREUSOT MONTCEAU MONTCHANIN-MONTELIMAR;15.0;49.0;74.0;
ANNECY-TOULON;25.0;88.0;121.0;
CANNES-AIX LES BAINS LE REVARD;25.0;100.0;160.0;
MARSEILLE ST CHARLES-MANTES LA JOLIE;25.0;116.0;162.0;
AVIGNON-VERSAILLES CHANTIERS;25.0;116.0;162.0;
AVIGNON TGV-MASSY TGV;25.0;116.0;162.0;
LYON PERRACHE-AEROPORT CDG 2 TGV ROISSY;25.0;97.0;133.0;
LYON PERRACHE-MANTES LA JOLIE;25.0;97.0;133.0;
LORRAINE TGV-ROUEN RIVE DROITE;20.0;85.0;118.0;
THIONVILLE-MARSEILLE ST CHARLES;25.0;131.0;167.0;
agde-carcassonne;;20.5;31.0;
ANNECY-VERSAILLES CHANTIERS;25.0;104.0;140.0;
paris austerlitz-morlaix;20.0;91.0;127.0;
MARNE LA VALLEE CHESSY-AEROPORT CDG 2 TGV ROISSY;;35.0;47.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
CHAMPAGNE ARDENNE-POITIERS;25.0;93.0;123.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
ROSPORDEN-TGV HAUTE PICARDIE;25.0;106.0;134.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MONTPELLIER-ST PIERRE DES CORPS;25.0;125.0;167.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LILLE FLANDRES-BORDEAUX ST JEAN;25.0;130.0;171.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
BORDEAUX ST JEAN-DOUAI;25.0;130.0;171.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PORNICHET-PARIS MONTPARNASSE 1 ET 2;25.0;87.0;126.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MASSY TGV-PORNICHET;25.0;87.0;126.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MASSY TGV-LAMBALLE;20.0;84.0;122.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
HENDAYE-MASSY TGV;25.0;112.0;147.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LE MANS-LYON PERRACHE;25.0;95.0;132.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
POITIERS-ST PIERRE DES CORPS;;21.0;31.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
ANGOULEME-POITIERS;;23.5;35.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
AGEN-CHATELLERAULT;;58.0;84.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
ARCACHON-ST PIERRE DES CORPS;20.0;61.0;87.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
RUFFEC CHARENTE-MONTAUBAN VILLE BOURBON;;52.0;76.0;Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MARNE LA VALLEE CHESSY - LIBOURNE;20.0;99.0;133.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE EUROPE - REDON;25.0;113.0;144.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
ARRAS - LIBOURNE;25.0;130.0;172.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE EUROPE - LIBOURNE;25.0;130.0;172.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV - POITIERS;20.0;79.0;113.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV - LIBOURNE;20.0;99.0;133.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 - MONTAUBAN VILLE BOURBON;25.0;120.0;173.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
LA BAULE ESCOUBLAC - MARNE LA VALLEE CHESSY;25.0;88.0;128.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL - AEROPORT CDG2 TGV ROISSY;15.0;78.0;112.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV - LAMBALLE;20.0;94.0;136.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
BIARRITZ - PARIS MONTPARNASSE 1 ET 2;25.0;123.0;173.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
AVIGNON TGV-NARBONNE;;46.0;61.0;
AIX EN PROVENCE TGV-VALENCE TGV;15.0;48.0;69.0;
AVIGNON TGV-LES ARCS DRAGUIGNAN;15.0;50.0;73.0;
VALENCE TGV-NARBONNE;20.0;58.0;84.0;
LYON PERRACHE-MELUN;25.0;81.0;110.0;
CHALON SUR SAONE-LES ARCS DRAGUIGNAN;25.0;87.0;121.0;
TOURS-MEUSE;25.0;87.0;115.0;
LYON PERRACHE-ROUEN RIVE DROITE;25.0;97.0;133.0;
SAUMUR-LILLE EUROPE;25.0;101.0;127.0;
NICE VILLE-BELLEGARDE;25.0;98.0;143.0;
TOURS-LORRAINE TGV;25.0;106.0;140.0;
RENNES-LE CREUSOT MONTCEAU MONTCHANIN;25.0;107.0;140.0;
LILLE EUROPE-FUTUROSCOPE;25.0;109.0;143.0;
FONTAINEBLEAU AVON-MARSEILLE ST CHARLES;25.0;105.0;148.0;
LILLE EUROPE-NANTES;25.0;108.0;137.0;
BORDEAUX ST JEAN-VALENCE TGV;25.0;107.0;142.0;
TGV HAUTE PICARDIE-VALENCE;25.0;116.0;151.0;
LA BAULE ESCOUBLAC-LYON PERRACHE;25.0;113.0;150.0;
ANGERS ST LAUD-GRENOBLE;25.0;115.0;159.0;
DUNKERQUE-LYON PART DIEU;25.0;116.0;154.0;
LYON ST EXUPERY-DOUAI;25.0;116.0;154.0;
TGV HAUTE PICARDIE-ST MICHEL VALLOIRE;25.0;119.0;156.0;
BOURG ST MAURICE-ROUEN RIVE DROITE;25.0;121.0;160.0;
LE HAVRE-CHAMBERY CHALLES LES EAUX;25.0;121.0;160.0;
ANGERS ST LAUD-ST GERVAIS LES BAINS LE FAYET;25.0;120.0;161.0;
GUINGAMP-LILLE EUROPE;25.0;119.0;153.0;
ST BRIEUC-DOUAI;25.0;119.0;153.0;
BAYEUX-AIME LA PLAGNE;25.0;125.0;165.0;
BAYEUX-LANDRY;25.0;125.0;165.0;
LISON-BOURG ST MAURICE;25.0;125.0;165.0;
CHERBOURG-MOUTIERS SALINS BRIDES;25.0;125.0;165.0;
CHAMBERY CHALLES LES EAUX-EVREUX EMBRANCHEMENT;25.0;125.0;165.0;
EVREUX EMBRANCHEMENT-MOUTIERS SALINS BRIDES;25.0;125.0;165.0;
ARRAS-VALENCE;;127.0;159.0;
DUNKERQUE-BOURG ST MAURICE;25.0;127.0;167.0;
LA ROCHE SUR FORON-DOUAI;;127.0;167.0;
MOUTIERS SALINS BRIDES-RENNES;25.0;132.0;170.0;
LAVAL-AIX EN PROVENCE TGV;25.0;133.0;173.0;
SAUMUR-AVIGNON;25.0;133.0;173.0;
CLUSES  74-ST BRIEUC;30.0;137.0;179.0;
ANNECY-ST BRIEUC;30.0;137.0;179.0;
ST JEAN DE MAURIENNE ARVAN-ST BRIEUC;;137.0;179.0;
ST BRIEUC-ST MICHEL VALLOIRE;;137.0;179.0;
GUINGAMP-LANDRY;30.0;137.0;179.0;
ANNEMASSE-REDON;30.0;137.0;179.0;
ST BRIEUC-AIX LES BAINS LE REVARD;30.0;137.0;179.0;
AVIGNON TGV-LILLE EUROPE;30.0;144.0;180.0;
LILLE EUROPE-BAYONNE;30.0;144.0;174.0;
BIARRITZ-LILLE EUROPE;30.0;144.0;174.0;
MARSEILLE ST CHARLES-ARRAS;30.0;144.0;184.0;
LILLE FLANDRES-NIMES;30.0;144.0;184.0;
BREST-LANDRY;30.0;147.0;190.0;
QUIMPER-ST MICHEL VALLOIRE;30.0;147.0;190.0;
BREST-AIX LES BAINS LE REVARD;30.0;147.0;190.0;
MORLAIX-ANNECY;30.0;147.0;190.0;
TGV HAUTE PICARDIE-ST RAPHAEL VALESCURE;30.0;155.0;196.0;
MASSY TGV-LILLE EUROPE;15.0;63.0;82.0;
SAUMUR-MASSY TGV;20.0;70.0;97.0;
LILLE EUROPE-AEROPORT CDG 2 TGV ROISSY;15.0;63.0;82.0;
DIJON VILLE-NARBONNE;25.0;107.0;141.0;
AGDE-CHALON SUR SAONE;;81.0;107.0;
MACON VILLE-TOULOUSE MATABIAU;25.0;97.0;143.0;
METZ VILLE-ST RAPHAEL VALESCURE;20.0;143.0;183.0;
BESANCON VIOTTE-NIMES;20.0;105.0;134.0;
NANCY VILLE-TGV HAUTE PICARDIE;25.0;95.0;115.0;
MASSY TGV-ANCENIS;20.0;77.0;111.0;
MASSY PALAISEAU-NANTES;20.0;85.0;122.0;
SURGERES-AEROPORT CDG 2 TGV ROISSY;25.0;89.0;123.0;
MASSY TGV-MARMANDE;25.0;108.0;140.0;
HENDAYE-MARNE LA VALLEE CHESSY;25.0;112.0;147.0;
PARIS AUSTERLITZ-ST JEAN DE LUZ CIBOURE;25.0;112.0;147.0;
MARNE LA VALLEE CHESSY-TOULOUSE MATABIAU;25.0;116.0;162.0;
ST AVRE LA CHAMBRE-AEROPORT CDG 2 TGV ROISSY;25.0;109.0;144.0;
MODANE-MASSY TGV;25.0;113.0;154.0;
MASSY TGV-SALLANCHES COMBLOUX MEGEVE;25.0;119.0;163.0;
VITRY-LE-FRANÇOIS-PARIS EST;15.0;44.0;64.0;
ANGERS ST LAUD-LYON ST EXUPERY;25.0;96.0;135.0;
PARIS GARE DE LYON-SELESTAT;;112.0;150.0;
DIJON VILLE-ECOLE VALENTIN;;24.5;33.0;
MONTPELLIER-ECOLE VALENTIN;;111.0;144.0;
BOURG ST MAURICE-BELFORT-MONTBELIARD TGV;25.0;92.0;115.0;
CHAMBERY CHALLES LES EAUX-BESANCON FRANCHE-COMTE TGV;15.0;63.0;72.0;
AVIGNON-AIX EN PROVENCE TGV;;30.0;44.0;
LAVAL-AVIGNON;;133.0;173.0;
COLMAR-AVIGNON;;114.0;149.0;
BESANCON VIOTTE-AIME LA PLAGNE;;78.0;97.0;
BESANCON VIOTTE-LANDRY;;78.0;97.0;
MONACO MONTE CARLO-VENTIMIGLIA STAZIONE  (IT);;3.9;7.7;
CANNES-ANTIBES;;4.1;6.6;
CARENTAN-LISON;;5.7;9.0;
LYON PERRACHE - ST PIERRE DES CORPS;25.0;97.0;135.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
TOURS - ANGOULEME;;45.0;63.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
ANGOULEME - VENDOME VILLIERS SUR LOIR;;52.0;76.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
LE MANS - ROSPORDEN;;64.0;91.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
BORDEAUX ST JEAN - VENDOME VILLIERS SUR LOIR;;79.0;115.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
IRUN - ST PIERRE DES CORPS;25.0;80.0;114.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
AGEN - RUFFEC CHARENTE;;45.0;65.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 - ST MALO;20.0;95.0;138.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV - DOL DE BRETAGNE;20.0;95.0;138.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV - MORLAIX;20.0;99.0;138.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
AEROPORT CDG2 TGV ROISSY - QUIMPER;20.0;103.0;147.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
QUIMPERLE - AEROPORT CDG2 TGV ROISSY;20.0;103.0;147.0;Tarifs applicables aux circulations à partir du 2 juillet 2017
CHAMPAGNE ARDENNE-THIONVILLE;;52.0;78.0;
LYON ST EXUPERY-NARBONNE;20.0;74.0;101.0;
NANCY VILLE-PARIS EST;20.0;77.0;110.0;
CANNES-VALENCE TGV;20.0;72.0;102.0;
LYON PART DIEU-PERPIGNAN;20.0;77.0;106.0;
LYON PERRACHE-PERPIGNAN;20.0;77.0;106.0;
BESANCON VIOTTE-EVREUX EMBRANCHEMENT;25.0;92.0;120.0;
LYON PERRACHE-NICE VILLE;25.0;86.0;121.0;
LYON ST EXUPERY-ANTIBES;25.0;86.0;121.0;
BEAUNE-NARBONNE;25.0;84.0;124.0;
LE POULIGUEN-TGV HAUTE PICARDIE;;98.0;124.0;
ARRAS-ST PIERRE DES CORPS;25.0;101.0;134.0;
FUTUROSCOPE-TGV HAUTE PICARDIE;25.0;102.0;129.0;
CHAMBERY CHALLES LES EAUX-ROUEN RIVE DROITE;25.0;121.0;160.0;
LE MANS-MODANE;25.0;120.0;162.0;
ANGERS ST LAUD-CLUSES  74;25.0;120.0;161.0;
DIJON VILLE-AGEN;25.0;122.0;163.0;
NEUFCHATEAU-ST RAPHAEL VALESCURE;25.0;124.0;161.0;
LISON-MOUTIERS SALINS BRIDES;25.0;125.0;165.0;
BAYEUX-MOUTIERS SALINS BRIDES;25.0;125.0;165.0;
EVREUX EMBRANCHEMENT-AIME LA PLAGNE;25.0;125.0;165.0;
LILLE FLANDRES-BELLEGARDE;25.0;127.0;167.0;
LILLE EUROPE-SALLANCHES COMBLOUX MEGEVE;;127.0;167.0;
LILLE FLANDRES-ALBERTVILLE;25.0;127.0;167.0;
DUNKERQUE-ST AVRE LA CHAMBRE;25.0;127.0;167.0;
MARSEILLE ST CHARLES-ROUEN RIVE DROITE;25.0;129.0;177.0;
LYON PART DIEU-MORLAIX;30.0;133.0;172.0;
ST BRIEUC-ST GERVAIS LES BAINS LE FAYET;30.0;137.0;179.0;
GUINGAMP-ANNECY;30.0;137.0;179.0;
MODANE-GUINGAMP;;137.0;179.0;
VANNES-ST MICHEL VALLOIRE;;137.0;179.0;
REDON-SALLANCHES COMBLOUX MEGEVE;30.0;137.0;179.0;
AVIGNON-ARRAS;30.0;144.0;180.0;
BIARRITZ-TGV HAUTE PICARDIE;30.0;144.0;174.0;
LILLE FLANDRES-MONTPELLIER;30.0;144.0;184.0;
AIX EN PROVENCE TGV-DOUAI;30.0;144.0;184.0;
BREST-AIME LA PLAGNE;30.0;147.0;190.0;
MORLAIX-ALBERTVILLE;30.0;147.0;190.0;
LILLE FLANDRES-CARCASSONNE;30.0;150.0;188.0;
BEZIERS-DOUAI;30.0;150.0;188.0;
LILLE FLANDRES-CANNES;30.0;155.0;196.0;
AGEN-LYON ST EXUPERY;25.0;103.0;139.0;
RANG DU FLIERS VERTON-PARIS NORD;15.0;66.0;86.0;
CHAMBERY CHALLES LES EAUX-AEROPORT CDG 2 TGV ROISSY;25.0;103.0;136.0;
DIJON VILLE-PARIS BERCY;20.0;65.0;89.0;
COLMAR-BELFORT-MONTBELIARD TGV;;27.5;37.0;
MACON VILLE-VALENCE TGV;15.0;44.0;54.0;
BESANCON VIOTTE-MACON VILLE;15.0;41.0;53.0;
MACON VILLE-AGDE;20.0;81.0;107.0;
MULHOUSE VILLE-CHAMPAGNE ARDENNE;25.0;86.0;126.0;
BIARRITZ-AEROPORT CDG 2 TGV ROISSY;25.0;112.0;147.0;
MARNE LA VALLEE CHESSY-AGDE;25.0;116.0;162.0;
ST JEAN DE MAURIENNE ARVAN-PARIS GARE DE LYON;25.0;111.0;149.0;
PARIS NORD-BELLEGARDE;25.0;91.0;129.0;
PARIS GARE DE LYON-ST GERVAIS LES BAINS LE FAYET;25.0;119.0;163.0;
PARIS NORD-SALLANCHES COMBLOUX MEGEVE;25.0;119.0;163.0;
MACON VILLE-PARIS GARE DE LYON;20.0;83.0;120.0;
PARIS NORD-LENS;15.0;52.0;66.0;
BASEL SBB-AVIGNON TGV;25.0;121.0;157.0;
MONTBARD-ECOLE VALENTIN;;43.0;48.0;
